,SCH_NAME,SCHOOL_YR,LEVEL_CODE,DIV_NUM,DIV_NAME,SCH_NUM,GRADE_CODE,FEDERAL_RACE_CODE,GENDER,DISABILITY_FLAG,LEP_FLAG,DISADVANTAGED_FLAG,PRIMARY_DISABILITY_TYPE,DEC1_CNT
736,Hickory High,2010-2011,SCH,136.0,Chesapeake City ,890.0,09,5.0,F,Y,N,N,SLD,22
737,Hickory Middle,2010-2011,SCH,136.0,Chesapeake City ,280.0,06,5.0,F,Y,N,N,SLD,18
738,Hidden Valley High,2010-2011,SCH,80.0,Roanoke County ,754.0,09,5.0,M,Y,N,N,SLD,17
739,Hidden Valley Middle,2010-2011,SCH,80.0,Roanoke County ,10.0,06,5.0,M,Y,N,N,SLD,15
740,Hidenwood Elementary,2010-2011,SCH,117.0,Newport News City ,1210.0,02,3.0,F,Y,N,Y,SLD,11
741,High Point Elementary,2010-2011,SCH,94.0,Washington County ,1070.0,01,5.0,M,Y,N,Y,SLI,11
742,Highland Elementary,2010-2011,SCH,45.0,Highland County ,110.0,,5.0,M,Y,N,,,10
743,Highland High,2010-2011,SCH,45.0,Highland County ,220.0,,5.0,M,Y,N,Y,SLD,14
744,Highland Park Elementary,2010-2011,SCH,124.0,Roanoke City ,110.0,02,3.0,M,Y,N,Y,SLD,10
745,Highland Springs Elementary,2010-2011,SCH,43.0,Henrico County ,640.0,01,3.0,M,Y,N,Y,SLD,10
746,Highland Springs High,2010-2011,SCH,43.0,Henrico County ,190.0,09,3.0,F,Y,N,N,SLD,10
747,Highland View Elementary,2010-2011,SCH,102.0,Bristol City ,60.0,,5.0,M,Y,N,Y,SLD,22
748,Hilda J. Barbour Elementary,2010-2011,SCH,93.0,Warren County ,371.0,,5.0,F,Y,N,N,SLI,11
749,Hillpoint Elementary,2010-2011,SCH,127.0,Suffolk City ,450.0,01,3.0,F,Y,N,Y,OHI,13
750,Hillsboro Elementary,2010-2011,SCH,53.0,Loudoun County ,110.0,,,M,Y,N,,,10
751,Hillside Elementary,2010-2011,SCH,53.0,Loudoun County ,400.0,02,5.0,M,Y,N,N,SLI,11
752,Hillsville Elementary School,2010-2011,SCH,18.0,Carroll County ,1170.0,01,5.0,M,Y,N,Y,DD,11
753,Hilton Elementary,2010-2011,SCH,84.0,Scott County ,670.0,,5.0,M,Y,N,Y,SLI,10
754,Hodges Manor Elementary,2010-2011,SCH,121.0,Portsmouth City ,1630.0,04,3.0,M,Y,N,Y,SLI,12
755,Hoffman-Boston Elementary,2010-2011,SCH,7.0,Arlington County ,614.0,PS,3.0,M,Y,N,N,DD,15
756,Holland Elementary,2010-2011,SCH,128.0,Virginia Beach City ,600.0,01,3.0,M,Y,N,Y,SLD,10
757,Hollin Meadows Elementary,2010-2011,SCH,29.0,Fairfax County ,1330.0,03,3.0,M,Y,N,N,DD,12
758,Hollymead Elementary,2010-2011,SCH,2.0,Albemarle County ,10.0,04,5.0,M,Y,N,N,AUT,10
759,Holman Middle ,2010-2011,SCH,43.0,Henrico County ,95.0,06,5.0,M,Y,N,N,SLD,15
760,Holmes Middle,2010-2011,SCH,29.0,Fairfax County ,1521.0,06,4.0,M,Y,Y,Y,SLD,10
761,Holston High,2010-2011,SCH,94.0,Washington County ,1060.0,09,5.0,M,Y,N,Y,SLD,13
762,Homer L. Hines Middle,2010-2011,SCH,117.0,Newport News City ,1270.0,06,3.0,F,Y,N,N,SLD,12
763,Honaker Elementary,2010-2011,SCH,83.0,Russell County ,890.0,01,5.0,F,Y,N,N,SLI,11
764,Honaker High,2010-2011,SCH,83.0,Russell County ,540.0,08,5.0,M,Y,N,Y,SLD,10
765,Hopewell High,2010-2011,SCH,114.0,Hopewell City ,120.0,09,3.0,M,Y,N,Y,SLD,13
766,Hopkins Road Elementary,2010-2011,SCH,21.0,Chesterfield County ,60.0,01,3.0,M,Y,N,Y,SLI,13
767,Horace H. Epes Elementary,2010-2011,SCH,117.0,Newport News City ,1240.0,02,3.0,M,Y,N,Y,DD,10
768,Horizon Elementary,2010-2011,SCH,53.0,Loudoun County ,820.0,02,5.0,M,Y,N,N,SLI,12
769,Huddleston Elementary,2010-2011,SCH,10.0,Bedford County ,980.0,,5.0,M,Y,N,Y,SLI,11
770,Hugh Mercer Elementary,2010-2011,SCH,110.0,Fredericksburg City ,50.0,01,3.0,M,Y,N,Y,SLI,10
771,Hughes Middle,2010-2011,SCH,29.0,Fairfax County ,350.0,07,3.0,M,Y,N,N,SLD,15
772,Hugo A. Owens Middle,2010-2011,SCH,136.0,Chesapeake City ,920.0,06,3.0,F,Y,N,N,OHI,11
773,Huguenot High,2010-2011,SCH,123.0,Richmond City ,1510.0,09,3.0,F,Y,N,N,SLD,16
774,Hungary Creek Middle ,2010-2011,SCH,43.0,Henrico County ,100.0,06,5.0,M,Y,N,N,SLD,11
775,Hunt Valley Elementary,2010-2011,SCH,29.0,Fairfax County ,1880.0,01,5.0,M,Y,N,N,DD,10
776,Hunter B. Andrews,2010-2011,SCH,112.0,Hampton City ,640.0,01,3.0,M,Y,N,Y,SLD,11
777,Hunters Woods Elementary School for the Arts and Sciences,2010-2011,SCH,29.0,Fairfax County ,1950.0,06,5.0,M,Y,N,N,SLD,10
778,Huntington Middle,2010-2011,SCH,117.0,Newport News City ,91.0,06,3.0,F,Y,N,Y,SLD,13
779,Hurley Elementary/Middle,2010-2011,SCH,14.0,Buchanan County ,120.0,01,5.0,M,Y,N,Y,SLI,10
780,Hurley High,2010-2011,SCH,14.0,Buchanan County ,1020.0,08,5.0,M,Y,N,Y,SLD,10
781,Hurt Park Elementary,2010-2011,SCH,124.0,Roanoke City ,420.0,04,3.0,M,Y,N,Y,DD,10
782,Hutchison Elementary,2010-2011,SCH,29.0,Fairfax County ,1980.0,02,4.0,M,Y,Y,N,SLD,13
783,Hutchison Farm Elementary,2010-2011,SCH,53.0,Loudoun County ,960.0,01,5.0,M,Y,N,N,SLD,10
784,Hybla Valley Elementary,2010-2011,SCH,29.0,Fairfax County ,1420.0,02,4.0,M,Y,Y,Y,SLD,11
785,I.C. Norcom High,2010-2011,SCH,121.0,Portsmouth City ,240.0,09,3.0,F,Y,N,Y,SLD,17
786,Independence Elementary,2010-2011,SCH,38.0,Grayson County ,422.0,,5.0,M,Y,N,Y,SLI,17
787,Independence Middle,2010-2011,SCH,38.0,Grayson County ,11.0,06,5.0,M,Y,N,Y,SLD,11
788,Indian Hollow Elementary,2010-2011,SCH,34.0,Frederick County ,40.0,PS,5.0,F,Y,N,N,SLI,10
789,Indian Lakes Elementary,2010-2011,SCH,128.0,Virginia Beach City ,800.0,03,5.0,M,Y,N,N,DD,12
790,Indian River High,2010-2011,SCH,136.0,Chesapeake City ,830.0,09,3.0,F,Y,N,Y,SLD,13
791,Indian River Middle,2010-2011,SCH,136.0,Chesapeake City ,710.0,06,3.0,F,Y,N,Y,SLD,11
792,Indian Valley Elementary,2010-2011,SCH,31.0,Floyd County ,650.0,,5.0,M,Y,N,Y,SLI,17
793,Ingleside Elementary,2010-2011,SCH,118.0,Norfolk City ,610.0,03,3.0,M,Y,N,Y,SLI,10
794,Irvin W. Taylor Elementary,2010-2011,SCH,108.0,Danville City ,180.0,03,3.0,M,Y,N,Y,OHI,10
795,Irving Middle,2010-2011,SCH,29.0,Fairfax County ,1120.0,07,5.0,F,Y,N,N,OHI,15
796,Island Creek Elementary,2010-2011,SCH,29.0,Fairfax County ,2235.0,02,5.0,M,Y,N,N,DD,11
797,J. Blaine Blayton Elementary,2010-2011,SCH,131.0,Williamsburg-James City County ,190.0,03,5.0,M,Y,N,N,DD,11
798,J. Frank Hillyard Middle,2010-2011,SCH,82.0,Rockingham County ,960.0,06,5.0,M,Y,N,N,SLD,12
799,J. Lupton Simpson Middle,2010-2011,SCH,53.0,Loudoun County ,20.0,06,5.0,F,Y,N,N,SLD,11
800,J. Murray Jeffress Elementary,2010-2011,SCH,20.0,Charlotte County ,450.0,03,5.0,M,Y,N,Y,SLD,11
801,J.A. Chalkley Elementary,2010-2011,SCH,21.0,Chesterfield County ,550.0,01,3.0,M,Y,N,Y,SLI,10
802,J.B. Fisher Elementary,2010-2011,SCH,123.0,Richmond City ,1640.0,04,3.0,F,Y,N,N,DD,11
803,J.B. Watkins Elementary,2010-2011,SCH,21.0,Chesterfield County ,650.0,02,5.0,M,Y,N,N,SLD,12
804,J.E.B. Stuart Elementary,2010-2011,SCH,120.0,Petersburg City ,180.0,04,3.0,F,Y,N,Y,ID,12
805,J.E.J. Moore Middle ,2010-2011,SCH,74.0,Prince George County ,320.0,06,3.0,F,Y,N,Y,SLD,11
806,J.G. Hening Elementary,2010-2011,SCH,21.0,Chesterfield County ,500.0,01,3.0,M,Y,N,Y,SLI,10
807,J.I. Burton High ,2010-2011,SCH,119.0,Norton City ,20.0,,5.0,M,Y,N,Y,SLD,14
808,J.J. Kelly High,2010-2011,SCH,96.0,Wise County ,1000.0,09,5.0,M,Y,N,Y,SLD,11
809,J.L. Francis Elementary,2010-2011,SCH,123.0,Richmond City ,1710.0,03,3.0,M,Y,N,Y,SLD,10
810,J.M. Bevins Elementary,2010-2011,SCH,14.0,Buchanan County ,20.0,,5.0,M,Y,N,Y,SLI,10
811,J.M. Dozier Middle ,2010-2011,SCH,117.0,Newport News City ,20.0,06,3.0,M,Y,N,Y,SLD,14
812,J.W. Adams Combined,2010-2011,SCH,96.0,Wise County ,73.0,01,5.0,F,Y,N,Y,SLD,11
813,J.W. Alvey Elementary,2010-2011,SCH,75.0,Prince William County ,220.0,01,5.0,M,Y,N,N,SLI,11
814,JM Langston Focus School,2010-2011,SCH,108.0,Danville City ,139.0,,3.0,M,Y,N,Y,,15
815,Jack Jouett Middle,2010-2011,SCH,2.0,Albemarle County ,950.0,06,3.0,M,Y,N,Y,SLD,10
816,Jackson Davis Elementary,2010-2011,SCH,43.0,Henrico County ,620.0,01,5.0,F,Y,N,N,SLI,10
817,Jackson Memorial Elementary,2010-2011,SCH,97.0,Wythe County ,730.0,04,5.0,M,Y,N,Y,SLI,11
818,Jackson Middle,2010-2011,SCH,29.0,Fairfax County ,673.0,07,2.0,M,Y,Y,Y,SLD,10
819,Jackson P. Burley Middle,2010-2011,SCH,2.0,Albemarle County ,69.0,06,5.0,M,Y,N,Y,SLD,12
820,Jackson-Via Elementary,2010-2011,SCH,104.0,Charlottesville City ,120.0,01,3.0,M,Y,N,Y,SLI,11
821,Jacob L. Adams Elementary,2010-2011,SCH,43.0,Henrico County ,660.0,03,3.0,M,Y,N,N,SLI,10
822,Jacobs Road Elementary,2010-2011,SCH,21.0,Chesterfield County ,400.0,01,3.0,M,Y,N,N,SLI,14
823,Jacox Elementary,2010-2011,SCH,118.0,Norfolk City ,430.0,01,3.0,M,Y,N,Y,SLD,12
824,James G. Brumfield Elementary,2010-2011,SCH,30.0,Fauquier County ,853.0,01,5.0,M,Y,N,N,SLI,10
825,James Hurst Elementary,2010-2011,SCH,121.0,Portsmouth City ,1400.0,01,3.0,M,Y,N,Y,SLD,10
826,James K. Polk Elementary,2010-2011,SCH,101.0,Alexandria City ,220.0,01,3.0,M,Y,N,Y,SLD,10
827,James Madison Middle,2010-2011,SCH,124.0,Roanoke City ,450.0,06,5.0,M,Y,N,Y,SLD,10
828,James Monroe Elementary,2010-2011,SCH,118.0,Norfolk City ,131.0,,3.0,F,Y,N,Y,SLD,12
829,James Monroe High,2010-2011,SCH,110.0,Fredericksburg City ,40.0,09,3.0,F,Y,N,Y,SLD,10
830,James River Elementary,2010-2011,SCH,131.0,Williamsburg-James City County ,201.0,01,3.0,M,Y,N,N,SLI,11
831,James River High,2010-2011,SCH,12.0,Botetourt County ,430.0,09,5.0,M,Y,N,N,OHI,12
832,James S. Russell Middle,2010-2011,SCH,13.0,Brunswick County ,660.0,06,3.0,M,Y,N,Y,OHI,12
833,James Wood High,2010-2011,SCH,34.0,Frederick County ,30.0,09,5.0,M,Y,N,N,SLD,11
834,James Wood Middle,2010-2011,SCH,34.0,Frederick County ,420.0,06,5.0,M,Y,N,N,SLD,12
835,Jamestown Elementary,2010-2011,SCH,7.0,Arlington County ,440.0,05,5.0,F,Y,N,N,SLI,10
836,Jamestown High,2010-2011,SCH,131.0,Williamsburg-James City County ,202.0,09,3.0,M,Y,N,N,SLD,10
837,Jane H. Bryan Elementary,2010-2011,SCH,112.0,Hampton City ,250.0,03,3.0,M,Y,N,Y,SLD,13
838,Jefferson Davis Middle,2010-2011,SCH,112.0,Hampton City ,300.0,06,3.0,M,Y,N,Y,SLD,13
839,Jefferson Elementary,2010-2011,SCH,91.0,Sussex County ,380.0,02,3.0,M,Y,N,Y,SLI,10
840,Jefferson Forest High,2010-2011,SCH,10.0,Bedford County ,1212.0,09,5.0,M,Y,N,N,SLD,13
841,Jefferson Middle,2010-2011,SCH,7.0,Arlington County ,180.0,06,4.0,M,Y,Y,Y,SLD,11
842,Jefferson-Houston Elementary,2010-2011,SCH,101.0,Alexandria City ,90.0,03,5.0,M,Y,N,Y,DD,11
843,Jennie Dean Elementary,2010-2011,SCH,143.0,Manassas City ,310.0,03,4.0,M,Y,N,Y,DD,11
844,Jeter-Watson Intermediate,2010-2011,SCH,107.0,Covington City ,360.0,04,5.0,F,Y,N,Y,OHI,10
845,John Adams Elementary,2010-2011,SCH,101.0,Alexandria City ,230.0,01,3.0,M,Y,N,Y,DD,12
846,John B. Cary Elementary,2010-2011,SCH,112.0,Hampton City ,270.0,02,3.0,M,Y,N,Y,SLI,11
847,John B. Dey Elementary,2010-2011,SCH,128.0,Virginia Beach City ,360.0,01,5.0,M,Y,N,N,DD,10
848,John C. Myers Elementary,2010-2011,SCH,82.0,Rockingham County ,1071.0,02,5.0,F,Y,N,Y,SLI,10
849,John F. Kennedy Middle,2010-2011,SCH,127.0,Suffolk City ,370.0,06,3.0,M,Y,N,Y,OHI,16
850,John F. Pattie Sr. Elementary,2010-2011,SCH,75.0,Prince William County ,130.0,02,5.0,M,Y,N,N,SLI,10
851,John H Smyth Sch @ Hanover Juv,2010-2011,SCH,900.0,Department of Correctional Education,40.0,09,3.0,M,Y,N,Y,EMN,13
852,John Handley High,2010-2011,SCH,132.0,Winchester City ,40.0,09,3.0,F,Y,N,Y,SLD,10
853,John Kerr Elementary,2010-2011,SCH,132.0,Winchester City ,60.0,,4.0,M,Y,N,N,SLI,11
854,John L. Hurt Elementary,2010-2011,SCH,71.0,Pittsylvania County ,30.0,,5.0,M,Y,N,Y,SLD,11
855,John M. Gandy Elementary,2010-2011,SCH,42.0,Hanover County ,162.0,03,5.0,M,Y,N,Y,OHI,10
856,John Marshall Elementary,2010-2011,SCH,117.0,Newport News City ,120.0,01,3.0,M,Y,N,Y,DD,11
857,John Marshall High,2010-2011,SCH,123.0,Richmond City ,730.0,09,3.0,F,Y,N,N,SLD,14
858,John N. Dalton Intermediate,2010-2011,SCH,122.0,Radford City ,42.0,07,5.0,M,Y,N,Y,OHI,12
859,John Randolph Tucker High,2010-2011,SCH,43.0,Henrico County ,600.0,09,3.0,M,Y,N,N,SLD,10
860,John Redd Smith Elementary,2010-2011,SCH,44.0,Henry County ,661.0,04,5.0,M,Y,N,Y,,10
861,John Rolfe Middle,2010-2011,SCH,43.0,Henrico County ,130.0,06,3.0,F,Y,N,N,OHI,13
862,John S. Battle High,2010-2011,SCH,94.0,Washington County ,1040.0,09,5.0,M,Y,N,Y,SLD,10
863,John Tyler Elementary,2010-2011,SCH,112.0,Hampton City ,440.0,02,3.0,M,Y,N,N,SLI,10
864,John W. Tolbert Jr. Elementary ,2010-2011,SCH,53.0,Loudoun County ,950.0,01,5.0,M,Y,N,N,SLD,10
865,John W. Wayland Elementary,2010-2011,SCH,82.0,Rockingham County ,970.0,PS,5.0,F,Y,N,N,SLI,10
866,John Yeates Middle,2010-2011,SCH,127.0,Suffolk City ,380.0,06,3.0,M,Y,N,N,SLD,14
867,Johnson Elementary,2010-2011,SCH,104.0,Charlottesville City ,10.0,03,3.0,M,Y,N,Y,SLI,10
868,Johnson-Williams Middle,2010-2011,SCH,22.0,Clarke County ,280.0,06,5.0,M,Y,N,N,SLD,10
869,Jolliff Middle,2010-2011,SCH,136.0,Chesapeake City ,973.0,06,3.0,M,Y,N,N,SLD,11
870,Jonesville Middle,2010-2011,SCH,52.0,Lee County ,470.0,06,5.0,M,Y,N,Y,SLD,12
871,Joseph H. Saunders Elementary,2010-2011,SCH,117.0,Newport News City ,300.0,01,3.0,M,Y,N,Y,SLD,12
872,Joseph Mastin High Annex,2010-2011,SCH,900.0,Department of Correctional Education,58.0,09,3.0,M,Y,N,Y,EMN,10
873,Joseph Mastin Sch @ Bon Air,2010-2011,SCH,900.0,Department of Correctional Education,38.0,,3.0,M,Y,N,Y,,10
874,Joseph P. King Jr. Middle,2010-2011,SCH,135.0,Franklin City ,561.0,06,3.0,M,Y,N,Y,SLD,10
875,Joseph T. Henley Middle,2010-2011,SCH,2.0,Albemarle County ,942.0,06,5.0,F,Y,N,N,SLD,11
876,Joseph Van Pelt Elementary,2010-2011,SCH,102.0,Bristol City ,100.0,02,5.0,M,Y,N,Y,SLD,10
877,Jouett Elementary,2010-2011,SCH,54.0,Louisa County ,660.0,01,5.0,M,Y,N,Y,SLI,11
878,Kate Collins Middle,2010-2011,SCH,130.0,Waynesboro City ,640.0,06,5.0,F,Y,N,Y,SLD,13
879,Kate Waller Barrett Elementary,2010-2011,SCH,89.0,Stafford County ,427.0,01,5.0,M,Y,N,N,AUT,10
880,Kecoughtan High,2010-2011,SCH,112.0,Hampton City ,320.0,09,3.0,F,Y,N,N,SLD,12
881,Keene Mill Elementary,2010-2011,SCH,29.0,Fairfax County ,1240.0,,4.0,M,Y,Y,N,SLI,12
882,Kegotank Elementary,2010-2011,SCH,1.0,Accomack County ,600.0,03,3.0,M,Y,N,Y,DD,11
883,Keister Elementary,2010-2011,SCH,113.0,Harrisonburg City ,50.0,01,4.0,M,Y,Y,Y,SLI,11
884,Kempsville Elementary,2010-2011,SCH,128.0,Virginia Beach City ,450.0,03,5.0,M,Y,N,N,DD,11
885,Kempsville High,2010-2011,SCH,128.0,Virginia Beach City ,620.0,09,3.0,M,Y,N,N,SLD,10
886,Kempsville Meadows Elementary,2010-2011,SCH,128.0,Virginia Beach City ,410.0,04,3.0,M,Y,N,Y,SLD,12
887,Kempsville Middle,2010-2011,SCH,128.0,Virginia Beach City ,690.0,06,5.0,F,Y,N,N,SLD,12
888,Kenbridge Elementary,2010-2011,SCH,55.0,Lunenburg County ,240.0,04,3.0,M,Y,N,Y,OHI,10
889,Kenmore Middle,2010-2011,SCH,7.0,Arlington County ,500.0,06,4.0,F,Y,Y,Y,SLD,10
890,Kenneth W.Culbert Elementary,2010-2011,SCH,53.0,Loudoun County ,600.0,02,5.0,M,Y,N,N,SLI,13
891,Kent Gardens Elementary,2010-2011,SCH,29.0,Fairfax County ,980.0,03,5.0,M,Y,N,N,SLI,10
892,Kentuck Elementary,2010-2011,SCH,71.0,Pittsylvania County ,1690.0,02,5.0,M,Y,N,Y,OHI,15
893,Keokee Elementary,2010-2011,SCH,52.0,Lee County ,20.0,,5.0,F,Y,N,Y,SLI,16
894,Kerrydale Elementary,2010-2011,SCH,75.0,Prince William County ,70.0,04,3.0,M,Y,N,N,SLI,10
895,Kersey Creek Elementary,2010-2011,SCH,42.0,Hanover County ,200.0,03,5.0,M,Y,N,N,AUT,11
896,Kettle Run High,2010-2011,SCH,30.0,Fauquier County ,510.0,09,5.0,M,Y,N,N,SLD,12
897,Key Middle,2010-2011,SCH,29.0,Fairfax County ,1900.0,07,4.0,F,Y,Y,N,SLD,10
898,Kilby Shores Elementary,2010-2011,SCH,127.0,Suffolk City ,230.0,04,3.0,M,Y,N,Y,DD,11
899,Kilmer Middle,2010-2011,SCH,29.0,Fairfax County ,1760.0,07,4.0,M,Y,N,N,SLD,13
900,Kiln Creek Elementary,2010-2011,SCH,117.0,Newport News City ,1290.0,01,3.0,M,Y,N,Y,SLD,12
901,King & Queen Elementary,2010-2011,SCH,49.0,King and Queen County ,200.0,,3.0,M,Y,N,Y,SLI,10
902,King George Elementary,2010-2011,SCH,48.0,King George County ,100.0,01,5.0,M,Y,N,N,SLI,11
903,King George High,2010-2011,SCH,48.0,King George County ,120.0,09,5.0,M,Y,N,N,SLD,16
904,King George Middle,2010-2011,SCH,48.0,King George County ,10.0,07,5.0,F,Y,N,N,SLD,13
905,King William High,2010-2011,SCH,50.0,King William County ,130.0,09,5.0,M,Y,N,N,SLD,14
906,King's Grant Elementary,2010-2011,SCH,128.0,Virginia Beach City ,420.0,01,5.0,M,Y,N,N,SLI,10
907,King`s Fork High,2010-2011,SCH,127.0,Suffolk City ,395.0,09,3.0,F,Y,N,Y,SLD,10
908,King`s Fork Middle,2010-2011,SCH,127.0,Suffolk City ,393.0,06,3.0,F,Y,N,Y,SLD,10
909,Kings Glen Elementary,2010-2011,SCH,29.0,Fairfax County ,1890.0,04,5.0,M,Y,N,N,OHI,14
910,Kings Park Elementary,2010-2011,SCH,29.0,Fairfax County ,1440.0,01,5.0,M,Y,N,N,DD,11
911,Kingston Elementary,2010-2011,SCH,128.0,Virginia Beach City ,580.0,05,5.0,F,Y,N,N,SLI,10
912,Kipps Elementary,2010-2011,SCH,60.0,Montgomery County ,901.0,02,5.0,M,Y,N,N,SLI,10
913,Kiptopeke Elementary,2010-2011,SCH,65.0,Northampton County ,452.0,03,3.0,M,Y,N,Y,DD,10
914,L. Douglas Wilder Middle,2010-2011,SCH,43.0,Henrico County ,250.0,06,3.0,F,Y,N,N,OHI,16
915,L.F. Addington Middle,2010-2011,SCH,96.0,Wise County ,320.0,05,5.0,M,Y,N,Y,SLD,12
916,L.F. Palmer Elementary ,2010-2011,SCH,117.0,Newport News City ,200.0,01,3.0,M,Y,N,Y,SLD,10
917,L.L. Beazley Elementary,2010-2011,SCH,74.0,Prince George County ,310.0,01,5.0,M,Y,N,N,SLI,10
918,LaCrosse Elementary ,2010-2011,SCH,58.0,Mecklenburg County ,1020.0,,3.0,M,Y,N,Y,SLD,11
919,Laburnum Elementary,2010-2011,SCH,43.0,Henrico County ,430.0,01,3.0,M,Y,N,N,SLI,10
920,Lacey Spring Elementary,2010-2011,SCH,82.0,Rockingham County ,500.0,PS,5.0,M,Y,N,N,SLI,10
921,Ladd Elementary,2010-2011,SCH,8.0,Augusta County ,700.0,,5.0,M,Y,N,Y,SLI,10
922,Lafayette High,2010-2011,SCH,131.0,Williamsburg-James City County ,90.0,09,3.0,M,Y,N,N,SLD,11
923,Lafayette Upper Elementary,2010-2011,SCH,110.0,Fredericksburg City ,272.0,03,3.0,M,Y,N,N,SLD,12
924,Lafayette-Winona Middle,2010-2011,SCH,118.0,Norfolk City ,180.0,06,3.0,M,Y,N,Y,SLD,24
925,Lake Anne Elementary,2010-2011,SCH,29.0,Fairfax County ,1570.0,02,3.0,M,Y,N,N,SLD,10
926,Lake Braddock Secondary,2010-2011,SCH,29.0,Fairfax County ,90.0,07,4.0,M,Y,Y,N,SLD,12
927,Lake Ridge Elementary,2010-2011,SCH,75.0,Prince William County ,180.0,01,4.0,M,Y,N,N,SLI,11
928,Lake Ridge Middle,2010-2011,SCH,75.0,Prince William County ,720.0,06,3.0,M,Y,N,Y,SLD,14
929,Lake Taylor High ,2010-2011,SCH,118.0,Norfolk City ,840.0,09,3.0,F,Y,N,Y,SLD,16
930,Lake Taylor Middle,2010-2011,SCH,118.0,Norfolk City ,790.0,06,3.0,M,Y,N,Y,SLD,20
931,Lakeland High,2010-2011,SCH,127.0,Suffolk City ,300.0,09,3.0,F,Y,N,Y,SLD,10
932,Lakeside Elementary,2010-2011,SCH,43.0,Henrico County ,370.0,02,3.0,M,Y,N,Y,OHI,10
933,Lakeview Elementary,2010-2011,SCH,106.0,Colonial Heights City ,50.0,01,5.0,F,Y,N,N,SLD,11
934,Lancaster High,2010-2011,SCH,51.0,Lancaster County ,10.0,09,3.0,M,Y,N,Y,SLD,11
935,Lancaster Middle,2010-2011,SCH,51.0,Lancaster County ,110.0,04,3.0,M,Y,N,Y,SLD,12
936,Lancaster Primary,2010-2011,SCH,51.0,Lancaster County ,210.0,01,3.0,M,Y,N,Y,SLI,11
937,Landstown Elementary,2010-2011,SCH,128.0,Virginia Beach City ,932.0,01,5.0,M,Y,N,N,SLD,13
938,Landstown High,2010-2011,SCH,128.0,Virginia Beach City ,1030.0,09,3.0,F,Y,N,N,SLD,13
939,Landstown Middle,2010-2011,SCH,128.0,Virginia Beach City ,931.0,06,3.0,F,Y,N,Y,OHI,12
940,Lane Elementary,2010-2011,SCH,29.0,Fairfax County ,2209.0,02,5.0,M,Y,N,N,DD,11
941,Langley High,2010-2011,SCH,29.0,Fairfax County ,1460.0,09,5.0,F,Y,N,N,SLD,21
942,Lanier Middle,2010-2011,SCH,29.0,Fairfax County ,1110.0,07,2.0,M,Y,N,N,SLD,10
943,Larchmont Elementary,2010-2011,SCH,118.0,Norfolk City ,210.0,01,3.0,M,Y,N,Y,SLI,10
944,Larkspur Middle,2010-2011,SCH,128.0,Virginia Beach City ,970.0,06,3.0,F,Y,N,Y,SLD,13
945,Larrymore Elementary,2010-2011,SCH,118.0,Norfolk City ,670.0,01,3.0,M,Y,N,Y,ID,12
946,Laurel Elementary School,2010-2011,SCH,18.0,Carroll County ,1160.0,04,5.0,M,Y,N,N,SLD,10
947,Laurel Hill Elementary,2010-2011,SCH,29.0,Fairfax County ,2348.0,02,2.0,M,Y,N,N,SLD,11
948,Laurel Meadow Elementary,2010-2011,SCH,42.0,Hanover County ,210.0,01,5.0,M,Y,N,N,SLD,13
949,Laurel Park Middle ,2010-2011,SCH,44.0,Henry County ,670.0,06,5.0,M,Y,N,Y,SLD,10
950,Laurel Ridge Elementary,2010-2011,SCH,29.0,Fairfax County ,1970.0,03,5.0,M,Y,N,N,SLD,10
951,Lawson-Marriott Elementary,2010-2011,SCH,49.0,King and Queen County ,290.0,,3.0,M,Y,N,N,SLI,10
952,Lebanon Elementary,2010-2011,SCH,83.0,Russell County ,410.0,02,5.0,M,Y,N,Y,OHI,10
953,Lebanon High,2010-2011,SCH,83.0,Russell County ,140.0,08,5.0,F,Y,N,N,OHI,11
954,Lebanon Middle,2010-2011,SCH,83.0,Russell County ,902.0,05,5.0,M,Y,N,Y,SLD,14
955,Lebanon Primary,2010-2011,SCH,83.0,Russell County ,390.0,01,5.0,M,Y,N,N,ID,10
956,Lee Davis High,2010-2011,SCH,42.0,Hanover County ,370.0,09,3.0,F,Y,N,Y,SLD,10
957,Lee Hall Elementary,2010-2011,SCH,117.0,Newport News City ,1180.0,01,3.0,M,Y,N,Y,SLD,10
958,Lee High,2010-2011,SCH,29.0,Fairfax County ,1020.0,09,2.0,M,Y,Y,Y,SLD,10
959,Lee Hill Elementary,2010-2011,SCH,88.0,Spotsylvania County ,30.0,01,5.0,M,Y,N,Y,SLI,10
960,Lee M. Waid Elementary,2010-2011,SCH,33.0,Franklin County ,660.0,01,5.0,M,Y,N,Y,SLI,11
961,Lee-Jackson Elementary,2010-2011,SCH,57.0,Mathews County ,291.0,01,5.0,M,Y,N,Y,SLI,10
962,Lees Corner Elementary,2010-2011,SCH,29.0,Fairfax County ,1850.0,03,2.0,M,Y,N,N,SLD,12
963,Leesburg Elementary,2010-2011,SCH,53.0,Loudoun County ,80.0,01,5.0,M,Y,N,N,AUT,12
964,Leesville Road Elementary,2010-2011,SCH,16.0,Campbell County ,690.0,01,5.0,F,Y,N,N,SLD,10
965,Leesylvania Elementary,2010-2011,SCH,75.0,Prince William County ,830.0,01,3.0,M,Y,N,N,DD,13
966,Legacy Elementary ,2010-2011,SCH,53.0,Loudoun County ,430.0,01,5.0,M,Y,N,N,SLI,11
