ï»¿Year,State,County,School District ,City ,Number Reporting,School,Public/Private,Age,Total_enrolled,Total_Complete,Total_Exempt,ME_total,PME_total,TME_total,PBE_total,PBE_total-philosophy,PBE_total-religion,TDaP,TDaP_exempt,Var,Var_exempt,HepB,HepB_exempt,HepA,HepA_exempt,MMR,Mumps_exempt,Rubella_exempt,Measles2,Measles2_exempt,Polio(IPV),Polio(IPV)_exempt,DTaP,DTaP_exempt,HIB1,HIB1_exempt,MCV4,MCV4_exempt,PCV13,PCV13_exempt,Influenza,Influenza_exempt,No Record
2016,Texas,Wilbarger,,,,,,,2368,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Willacy,,,,,,,4355,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Williamson,,,,,,,116996,,,,,,3112,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Wilson,,,,,,,8866,,,,,,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Winkler,,,,,,,1822,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Wise,,,,,,,9219,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Wood,,,,,,,6218,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Yoakum,,,,,,,2186,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Young,,,,,,,3419,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Zapata,,,,,,,3561,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,Texas,Zavala,,,,,,,2418,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
