Year,RCDTS,Enrollment,PME,PBE
2009-2010,310453000262022,683,1,4
2009-2010,500821870262007,375,0,0
2009-2010,20093002X140000,32,0,0
2009-2010,440630150042003,253,0,7
2009-2010,140161260022002,246,1,2
2009-2010,150162990250027,4171,3,3
2009-2010,510841860250001,1278,0,0
2009-2010,14016216X030000,370,1,6
2009-2010,651089700513101,43,0,0
2009-2010,651089700513102,19,0,0
2009-2010,150162990252900,577,0,0
2009-2010,56099070C042001,293,0,0
2009-2010,14016583X160000,78,0,0
2009-2010,310450460220002,2140,0,2
2009-2010,310450460221007,649,0,1
2009-2010,150162990253752,67,0,0
2009-2010,150162990252306,579,1,1
2009-2010,530900760022004,418,0,1
2009-2010,150162990252955,398,1,1
2009-2010,32046031P003101,40,0,0
2009-2010,150162990252307,167,0,0
2009-2010,14016780X010000,443,1,1
2009-2010,14016785Y010000,661,1,2
2009-2010,340491030022002,470,2,0
2009-2010,310450460222024,516,0,0
2009-2010,500820900042004,369,0,1
2009-2010,150162990252492,514,1,0
2009-2010,140161250022003,258,0,0
2009-2010,150162990252309,597,0,0
2009-2010,150162990252322,435,1,0
2009-2010,120510200260008,387,0,0
2009-2010,090101160222005,405,0,7
2009-2010,15016299025208C,952,1,1
2009-2010,50082025P003101,48,0,0
2009-2010,14016767X010000,24,0,0
2009-2010,500820090262002,383,1,0
2009-2010,500820090260003,205,0,1
2009-2010,410570070262004,355,0,2
2009-2010,041011310042002,439,0,3
2009-2010,150162990252703,1081,1,2
2009-2010,140161420022003,422,3,1
2009-2010,04101205025201C,274,0,0
2009-2010,50082084X260000,58,0,0
2009-2010,15016299025221C,371,0,0
2009-2010,440631580222004,1015,1,14
2009-2010,150162990252714,208,0,1
2009-2010,350500010262001,183,0,4
2009-2010,350500010260001,94,0,0
2009-2010,140162100170001,1516,0,0
2009-2010,080892020262003,430,0,2
2009-2010,150162990252856,328,1,4
2009-2010,080892020260001,317,0,0
2009-2010,080892020261002,208,0,1
2009-2010,14016003Y100000,159,0,0
2009-2010,170640020262001,505,2,0
2009-2010,170640020260003,233,0,2
2009-2010,170640020261002,111,0,1
2009-2010,140161580023001,80,0,1
2009-2010,190220580022008,513,0,4
2009-2010,530907090262004,298,1,0
2009-2010,410570110262015,305,0,0
2009-2010,150162990252311,695,0,0
2009-2010,041012050252084,319,0,0
2009-2010,300390950022008,259,0,3
2009-2010,410570150032002,353,0,0
2009-2010,410570150031001,227,0,0
2009-2010,220290970262003,241,1,0
2009-2010,220290970260001,216,0,0
2009-2010,140160890022005,373,0,0
2009-2010,170640070262001,285,1,0
2009-2010,170640070260002,180,0,0
2009-2010,170640070261001,71,0,0
2009-2010,150162990252313,586,0,0
2009-2010,140160990022013,797,0,0
2009-2010,140161350022008,492,2,2
2009-2010,310450460222054,592,0,0
2009-2010,540921180242010,359,1,1
2009-2010,010010020262002,401,0,1
2009-2010,310453000262002,780,4,2
2009-2010,560992020222016,908,0,11
2009-2010,010010020260001,286,0,0
2009-2010,320460530022005,550,0,7
2009-2010,140161110021001,738,0,0
2009-2010,560991220021006,658,1,8
2009-2010,410570070261001,907,1,4
2009-2010,14016769Z250000,21,0,0
2009-2010,340491280160002,2039,6,3
2009-2010,34049011X160000,92,0,0
2009-2010,500821890222026,323,0,0
2009-2010,310453010262004,199,1,4
2009-2010,480723100160001,1100,2,5
2009-2010,320460020262003,633,2,0
2009-2010,480723160042001,197,1,1
2009-2010,150162990253785,775,0,0
2009-2010,200970050262006,226,1,0
2009-2010,320461110252013,273,0,1
2009-2010,380544040160001,885,0,1
2009-2010,020910370042003,231,0,0
2009-2010,040041000262005,662,0,0
2009-2010,100110080262001,293,0,1
2009-2010,130581350022007,127,0,0
2009-2010,140160650042009,320,1,3
2009-2010,140160890022006,678,0,0
2009-2010,140161030022005,455,0,1
2009-2010,140161300022011,490,0,0
2009-2010,140161470022004,363,0,2
2009-2010,140161560022001,1156,2,0
2009-2010,140161700022013,215,0,0
2009-2010,150162990252314,707,0,1
2009-2010,170200150262004,333,0,1
2009-2010,190220040022005,451,0,0
2009-2010,190222000262006,501,0,5
2009-2010,190222050262009,563,12,7
2009-2010,211000010262004,106,0,0
2009-2010,211000020262005,581,2,0
2009-2010,260621850262004,577,1,2
2009-2010,280061150022004,271,0,0
2009-2010,310453030262003,325,0,9
2009-2010,340490750022006,350,0,2
2009-2010,340491120022009,287,0,1
2009-2010,350501250022002,464,0,4
2009-2010,350501410022006,473,0,2
2009-2010,350502890042002,395,0,1
2009-2010,390740250262002,306,3,0
2009-2010,460691170222006,300,0,0
2009-2010,470521700222004,431,0,5
2009-2010,470712310042003,239,0,1
2009-2010,530900860022005,179,0,2
2009-2010,530907090262003,393,1,3
2009-2010,550980050262008,352,0,5
2009-2010,560992020222014,890,2,4
2009-2010,120170020262004,348,0,2
2009-2010,140160150042008,771,1,4
2009-2010,140160880022003,545,0,0
2009-2010,140161480022003,286,0,0
2009-2010,160194280262006,288,2,1
2009-2010,170534290042004,267,0,0
2009-2010,220290660252008,226,0,0
2009-2010,280060990042001,255,0,0
2009-2010,310450460222006,691,0,2
2009-2010,530900520022002,452,3,0
2009-2010,140160740021001,424,0,0
2009-2010,270942380262002,322,2,2
2009-2010,140160690021003,569,0,3
2009-2010,190222030261009,928,1,2
2009-2010,350501220021006,261,0,3
2009-2010,380540270021001,380,0,0
2009-2010,140161480021003,245,1,0
2009-2010,510841860252024,328,0,1
2009-2010,140160570021004,675,1,4
2009-2010,140160640041007,745,0,3
2009-2010,140160810021001,354,0,0
2009-2010,140160980021004,1116,2,0
2009-2010,410570070261002,832,0,2
2009-2010,480721500251014,407,0,0
2009-2010,150162990250047,2136,1,3
2009-2010,310453000262003,490,3,1
2009-2010,140160540042032,442,3,6
2009-2010,120130350262005,172,0,1
2009-2010,140161525022006,187,0,0
2009-2010,090100030262003,650,1,1
2009-2010,560992100160004,942,3,3
2009-2010,080891450222005,198,1,1
2009-2010,490810400222016,479,1,2
2009-2010,34049110X160000,18,0,2
2009-2010,560992100160001,2223,0,0
2009-2010,560992100160002,2304,0,12
2009-2010,560992100160003,1783,0,15
2009-2010,140160650042010,431,5,2
2009-2010,100680020260001,152,0,0
2009-2010,100680020261002,111,0,0
2009-2010,150162990250833,719,1,4
2009-2010,34049101X010000,105,0,0
2009-2010,140160920022001,522,0,0
2009-2010,510841860252049,497,0,0
2009-2010,150162990252315,636,0,1
2009-2010,140160570022005,572,2,6
2009-2010,240470900042001,121,0,1
2009-2010,190222020260001,567,0,5
2009-2010,190222020261002,336,0,2
2009-2010,100680120261002,297,1,1
2009-2010,100680120263001,124,0,0
2009-2010,100680120260001,478,0,0
2009-2010,19022079X160000,18,0,0
2009-2010,56099117X160000,24,0,2
2009-2010,51084009X100000,297,0,1
2009-2010,340490600262013,554,0,1
2009-2010,150162990252896,798,0,0
2009-2010,160194280262007,479,0,3
2009-2010,14016723X260000,256,0,0
2009-2010,150162990252316,1316,0,0
2009-2010,150162990252317,1292,0,0
2009-2010,15016299025206C,509,0,0
2009-2010,560992050170001,3874,2,17
2009-2010,440631650032002,561,0,5
2009-2010,490810400222017,476,0,10
2009-2010,280061150021001,362,0,4
2009-2010,150162990252881,275,0,0
2009-2010,14016106Z200000,179,3,0
2009-2010,330482050261022,434,0,0
2009-2010,240473080262005,614,0,3
2009-2010,140160970022008,626,1,11
2009-2010,190222000262007,431,2,3
2009-2010,211000020262007,327,1,2
2009-2010,490810410252015,297,1,0
2009-2010,140161670022003,344,0,0
2009-2010,190222040262002,463,0,0
2009-2010,010010040262005,121,0,0
2009-2010,44063034X060000,44,0,0
2009-2010,310450460222044,743,0,0
2009-2010,320462590042001,283,0,1
2009-2010,340491140022003,596,0,0
2009-2010,310451010222006,491,1,5
2009-2010,410570110262024,286,1,1
2009-2010,500821880222001,71,0,0
2009-2010,500821880221001,27,0,0
2009-2010,500821880220001,42,0,0
2009-2010,041011220222005,363,1,1
2009-2010,150162990252319,470,0,0
2009-2010,110703030262001,212,0,1
2009-2010,110703030260002,84,0,0
2009-2010,150162990252321,689,0,0
2009-2010,190222000262008,392,0,5
2009-2010,140161520022005,294,0,0
2009-2010,431020210262003,233,1,0
2009-2010,431020210260001,189,0,0
2009-2010,310450460222025,426,0,0
2009-2010,14016049Y140000,2094,1,4
2009-2010,150162990252303,367,0,0
2009-2010,14016824Y050000,66,2,2
2009-2010,14016791Y050000,72,0,10
2009-2010,090101420042001,91,0,0
2009-2010,440630470041004,977,1,4
2009-2010,140161110022001,518,2,4
2009-2010,14016139Y060000,73,0,0
2009-2010,56099033C042006,750,0,7
2009-2010,14016050Z060000,214,0,1
2009-2010,14016270X060000,35,0,0
2009-2010,51084006Y060000,195,0,0
2009-2010,270000000003102,33,0,0
2009-2010,39055008Z060000,511,0,0
2009-2010,19022006X060000,130,0,2
2009-2010,14016650Y140000,25,0,0
2009-2010,04101095Y140000,15,0,0
2009-2010,280372290263003,158,0,1
2009-2010,160194300262003,273,0,2
2009-2010,560990860052025,672,0,0
2009-2010,140160340042004,460,1,1
2009-2010,150162990252323,1379,0,0
2009-2010,340490600262014,570,0,1
2009-2010,140162040170001,3883,1,21
2009-2010,34049117X160000,16,0,0
2009-2010,560990860052002,626,0,2
2009-2010,090101160222004,304,0,0
2009-2010,140160650042022,543,3,6
2009-2010,310451310222014,507,0,0
2009-2010,330482020262002,453,0,3
2009-2010,260621850263001,90,0,1
2009-2010,390550610250038,1184,1,0
2009-2010,140160230021002,535,0,1
2009-2010,140160870021005,511,1,2
2009-2010,041011220222013,448,0,0
2009-2010,440631580222006,691,1,7
2009-2010,260621850261001,270,0,1
2009-2010,260621850260001,587,1,0
2009-2010,140161110022006,381,0,0
2009-2010,150162990252838,326,0,0
2009-2010,140160690022004,643,0,5
2009-2010,150162990252324,347,0,0
2009-2010,190221810042003,428,2,3
2009-2010,190222000262009,435,0,9
2009-2010,190220440022013,534,0,7
2009-2010,190222030261012,762,2,6
2009-2010,410570120262007,278,0,0
2009-2010,100680120262004,196,1,1
2009-2010,010011720222009,369,1,3
2009-2010,140161510022004,319,0,0
2009-2010,410570120260001,194,0,0
2009-2010,140161440022010,456,0,0
2009-2010,190220600022002,444,0,5
2009-2010,340491160261004,683,0,1
2009-2010,090100030260001,868,0,0
2009-2010,090100030261002,660,1,1
2009-2010,110870040262003,300,0,0
2009-2010,140162070170001,1980,0,0
2009-2010,140162070170003,2674,0,9
2009-2010,140162070170004,2392,3,3
2009-2010,280060840042001,79,1,1
2009-2010,21100015P003101,36,0,0
2009-2010,160194280262012,272,0,2
2009-2010,040042000262002,173,0,3
2009-2010,560991140021001,459,0,0
2009-2010,150162990252326,510,1,0
2009-2010,150162990250616,834,0,0
2009-2010,150162990252328,586,0,0
2009-2010,140160830021003,933,0,0
2009-2010,190220440022009,327,3,1
2009-2010,31045051X160000,81,0,2
2009-2010,320460050262003,612,0,0
2009-2010,320460050260005,641,0,0
2009-2010,320460050261004,694,0,0
2009-2010,320460050262004,320,0,0
2009-2010,480721500250023,722,0,0
2009-2010,041011220222006,382,0,1
2009-2010,540920110262003,330,0,1
2009-2010,020610380262001,177,0,6
2009-2010,140160300021001,383,1,0
2009-2010,190222030262008,585,0,3
2009-2010,440630260042003,308,1,3
2009-2010,500821870262008,415,0,0
2009-2010,150162990252329,246,1,0
2009-2010,440631650031001,541,0,2
2009-2010,440631540160001,868,0,4
2009-2010,140160540041019,603,4,3
2009-2010,14016053Y100000,251,0,0
2009-2010,14016055Y100000,1503,1,2
2009-2010,140160370021001,296,1,2
2009-2010,500820900042005,444,1,2
2009-2010,410570020262003,142,0,0
2009-2010,150162990250842,320,0,0
2009-2010,21100003X110000,10,0,0
2009-2010,211000020260001,1122,0,0
2009-2010,140160150042004,569,2,9
2009-2010,211000020261002,806,0,0
2009-2010,500820400262002,390,0,0
2009-2010,500820400260001,245,0,0
2009-2010,14016056Y100000,1797,3,3
2009-2010,190220610022001,531,1,7
2009-2010,110150010262006,257,1,2
2009-2010,140160210042014,476,0,0
2009-2010,140160630022009,411,0,0
2009-2010,320461110252011,432,0,2
2009-2010,480721500251013,212,0,0
2009-2010,140161440022005,348,0,0
2009-2010,440631580221003,1236,1,5
2009-2010,31045014Y100000,484,0,0
2009-2010,390550020262003,582,1,2
2009-2010,390550020261001,242,0,1
2009-2010,390550020260001,359,1,2
2009-2010,190220150021004,861,0,1
2009-2010,41057005Y100000,85,0,0
2009-2010,041011220222007,347,0,0
2009-2010,150162990252330,1503,4,0
2009-2010,530901020022002,271,0,1
2009-2010,35050022Y100000,202,0,0
2009-2010,19022066Z200000,250,0,11
2009-2010,350501500022001,647,0,3
2009-2010,150162990252331,853,0,1
2009-2010,041012050252082,590,0,0
2009-2010,11012002C260001,438,0,1
2009-2010,11012002C261002,223,0,0
2009-2010,150162990250029,1002,1,0
2009-2010,150162990252882,651,0,0
2009-2010,440631580222005,1326,2,6
2009-2010,140161470022007,329,0,0
2009-2010,11012003C262005,219,1,1
2009-2010,11012003C260001,124,0,0
2009-2010,11012003C261001,60,0,0
2009-2010,560991610022007,342,1,6
2009-2010,440632000262008,454,1,5
2009-2010,190222040262018,726,0,9
2009-2010,540920040261003,255,0,0
2009-2010,470712260262003,728,0,2
2009-2010,14016820X030000,34,0,0
2009-2010,14016312X100000,457,35,2
2009-2010,390550610252010,326,0,0
2009-2010,140161590022006,413,0,0
2009-2010,560990860053004,345,0,1
2009-2010,41057018X020000,141,0,3
2009-2010,410570090262012,450,1,1
2009-2010,410570100262022,469,0,2
2009-2010,500820190262003,935,2,9
2009-2010,500820190260001,1031,0,1
2009-2010,500820190261002,707,0,1
2009-2010,03025010X270000,13,0,0
2009-2010,150162990252334,539,0,0
2009-2010,150162990250858,22,0,0
2009-2010,500821890221007,585,0,0
2009-2010,020610010260001,622,0,2
2009-2010,020610010261001,273,0,1
2009-2010,13014001Y100000,514,0,0
2009-2010,32046001X100000,315,0,3
2009-2010,14016620X100000,172,0,0
2009-2010,510841860252027,222,0,1
2009-2010,150162990250030,1629,0,0
2009-2010,490812000262003,229,1,1
2009-2010,140161620022005,537,1,0
2009-2010,340491180261004,535,0,1
2009-2010,110150020260001,1058,0,0
2009-2010,110150020261003,784,0,1
2009-2010,041012050252039,365,0,0
2009-2010,150162990252336,516,0,0
2009-2010,470712310042004,337,0,0
2009-2010,190222040262010,607,0,6
2009-2010,340490950262005,562,1,1
2009-2010,140161520022002,280,0,0
2009-2010,150162990252337,590,3,0
2009-2010,14016906P003101,29,0,0
2009-2010,150162990252338,447,0,0
2009-2010,110230950251001,285,0,0
2009-2010,150162990252802,356,1,0
2009-2010,24032002C022001,188,0,3
2009-2010,24032002C021002,152,0,2
2009-2010,150162990252877,841,0,0
2009-2010,14016834X230000,346,0,0
2009-2010,190222040262008,629,2,4
2009-2010,310451290222011,661,1,0
2009-2010,150162990252339,281,0,0
2009-2010,250410120042001,53,0,0
2009-2010,510841860252028,282,0,0
2009-2010,140161010021006,525,0,2
2009-2010,150162990252340,307,0,0
2009-2010,150162990252341,899,0,0
2009-2010,150162990252344,358,16,0
2009-2010,150162990252345,190,0,0
2009-2010,150162990252737,189,0,0
2009-2010,120130350262002,263,0,1
2009-2010,390550030262004,420,0,2
2009-2010,440631560160002,919,0,2
2009-2010,440631560160001,1598,0,2
2009-2010,440630150041006,841,0,5
2009-2010,44063046X160000,60,0,2
2009-2010,041012050252043,346,0,0
2009-2010,150162990252346,1044,0,0
2009-2010,140160390022005,536,1,4
2009-2010,140160880022005,448,0,0
2009-2010,140161500022002,243,0,0
2009-2010,310450460222026,407,0,0
2009-2010,350501410022005,413,0,6
2009-2010,140161700022001,293,0,0
2009-2010,14016361S190000,21,0,1
2009-2010,140161500021005,405,0,0
2009-2010,150162990252934,307,0,0
2009-2010,150162990252634,532,1,0
2009-2010,150162990252349,684,0,0
2009-2010,540921180242019,375,1,0
2009-2010,190222030262017,509,0,9
2009-2010,140161250022004,205,0,0
2009-2010,140161350022013,661,1,4
2009-2010,560992020222010,885,0,7
2009-2010,140160280022003,431,1,2
2009-2010,170530080262002,173,0,0
2009-2010,410570080262007,210,0,1
2009-2010,310453000262016,456,1,0
2009-2010,140161600022004,490,0,0
2009-2010,190220680022003,478,0,1
2009-2010,340490460042004,452,0,4
2009-2010,340490750022003,440,2,0
2009-2010,140161690022002,341,0,0
2009-2010,19022069X260000,218,4,5
2009-2010,190220110022001,225,0,0
2009-2010,190220110021003,252,0,1
2009-2010,190220110022002,192,0,2
2009-2010,400560090262004,176,1,0
2009-2010,040041000262009,620,0,3
2009-2010,150162990252352,386,0,0
2009-2010,140160890022007,982,0,0
2009-2010,140160630022011,413,0,0
2009-2010,100110030262001,269,1,1
2009-2010,140161460042003,334,0,2
2009-2010,110230950252003,329,0,0
2009-2010,140161580021004,888,0,0
2009-2010,010010040262006,100,0,0
2009-2010,350502800170001,602,1,1
2009-2010,270664040260001,413,1,2
2009-2010,270664040262003,209,0,4
2009-2010,270664040261001,206,0,1
2009-2010,460690110262003,153,0,0
2009-2010,460690110260001,21,0,0
2009-2010,460690110261001,23,0,0
2009-2010,020771010262005,478,0,2
2009-2010,020771010260001,171,1,0
2009-2010,390550150260001,330,0,0
2009-2010,390550150262001,253,0,0
2009-2010,470712230261001,455,0,3
2009-2010,340491020042005,439,1,2
2009-2010,390550150261001,253,0,0
2009-2010,390550150262002,246,0,1
2009-2010,550980130022002,362,0,3
2009-2010,431020010042001,853,4,16
2009-2010,431021220170001,980,1,8
2009-2010,150162990252804,699,49,0
2009-2010,190222040260005,1233,3,7
2009-2010,41057070Y060000,232,0,1
2009-2010,020610010262003,615,4,2
2009-2010,140160540042007,534,4,2
2009-2010,390550610252031,391,0,1
2009-2010,11087006Z250000,55,0,0
2009-2010,140160290022001,209,0,0
2009-2010,090100030262005,279,1,1
2009-2010,430590070262001,346,0,0
2009-2010,430590070260001,262,0,0
2009-2010,430590070261001,214,0,0
2009-2010,410570070262009,181,1,3
2009-2010,380601910260001,352,1,0
2009-2010,380601910261003,282,0,0
2009-2010,380601910262003,532,0,0
2009-2010,56099030X160000,100,0,6
2009-2010,14016217X260000,157,1,0
2009-2010,340490600261005,727,0,0
2009-2010,500821890222051,310,0,0
2009-2010,320382800042001,396,0,1
2009-2010,320382800042002,72,0,0
2009-2010,320382330170001,207,1,0
2009-2010,310453040262007,418,0,3
2009-2010,190222030262005,820,0,4
2009-2010,240470660041001,140,0,1
2009-2010,340490240042001,1096,4,11
2009-2010,080083990262002,204,0,1
2009-2010,080083990260002,127,0,2
2009-2010,140161400022007,629,3,6
2009-2010,140161530022006,468,1,2
2009-2010,280372280262003,421,2,8
2009-2010,500821600042001,573,1,1
2009-2010,500821600042002,322,1,2
2009-2010,560990910022001,303,1,4
2009-2010,350502100042001,219,0,2
2009-2010,53090030X140000,20,0,0
2009-2010,240321110160001,2459,1,5
2009-2010,240322010042001,609,1,7
2009-2010,240322010042002,839,1,6
2009-2010,240322010041002,906,0,7
2009-2010,150162990252452,998,0,0
2009-2010,14016991X160000,38,0,0
2009-2010,41057002Z200000,111,0,1
2009-2010,150162990252353,292,0,2
2009-2010,410570090262013,512,1,0
2009-2010,190220020022005,280,0,0
2009-2010,140161630022007,187,0,0
2009-2010,560991590022002,854,3,9
2009-2010,560991590022004,451,2,3
2009-2010,560991590021001,776,0,9
2009-2010,490810400220001,2222,0,10
2009-2010,150162990252354,224,0,0
2009-2010,320460010260003,402,0,0
2009-2010,320460010261002,368,0,0
2009-2010,56099201U262006,560,1,3
2009-2010,560990880021002,174,0,0
2009-2010,270942380260001,545,0,0
2009-2010,270942380261001,247,1,0
2009-2010,470712230262004,487,0,3
2009-2010,11012004C262003,510,1,0
2009-2010,150162990252355,1234,0,0
2009-2010,190221810042004,468,0,6
2009-2010,480720700022001,294,1,2
2009-2010,010011720222016,284,7,2
2009-2010,190222000261001,725,0,16
2009-2010,150162990253116,55,0,0
2009-2010,31045073X160000,86,0,3
2009-2010,19022123X160000,69,1,6
2009-2010,19022117X160000,48,0,0
2009-2010,14016149X160000,27,1,1
2009-2010,31045098X160000,66,0,0
2009-2010,34049097X160000,59,0,1
2009-2010,41057004X160000,63,0,0
2009-2010,51084008X160000,58,0,2
2009-2010,34049098X160000,86,0,3
2009-2010,14016790X160000,132,0,7
2009-2010,041012050252085,347,0,0
2009-2010,14016700X160000,30,0,0
2009-2010,14016255X160000,31,0,0
2009-2010,04101073X160000,35,0,1
2009-2010,44063043X160000,49,0,1
2009-2010,04101070X160000,164,0,5
2009-2010,09010028X160000,150,1,3
2009-2010,34049003X160000,178,0,12
2009-2010,34049012X160000,89,0,5
2009-2010,14016841X160000,136,0,5
2009-2010,14016115X160000,56,0,0
2009-2010,14016981X160000,54,0,1
2009-2010,41057036X160000,67,0,1
2009-2010,50082085X160000,32,1,0
2009-2010,51084049X160000,46,0,0
2009-2010,19022064X160000,63,0,0
2009-2010,34049091X160000,67,0,0
2009-2010,39074006Z260000,43,0,3
2009-2010,390740250260001,552,3,3
2009-2010,390740250261002,413,0,2
2009-2010,19022055Y100000,691,0,4
2009-2010,44063010X100000,439,1,0
2009-2010,550981450042001,316,1,3
2009-2010,150162990252356,490,0,0
2009-2010,31045015Z140000,210,0,0
2009-2010,150162990252047,307,0,0
2009-2010,14016061Z010000,450,0,3
2009-2010,150162990250031,1682,0,1
2009-2010,150162990252357,917,0,0
2009-2010,24032006X260000,20,0,0
2009-2010,240321010160001,1018,0,2
2009-2010,550980060260001,349,0,3
2009-2010,550980060261001,268,0,4
2009-2010,100110010262001,158,0,0
2009-2010,100110010260002,119,0,0
2009-2010,100110010261001,50,0,0
2009-2010,140165270513101,60,0,0
2009-2010,150162990252844,293,1,0
2009-2010,140161450022004,288,0,0
2009-2010,530907090260006,997,1,6
2009-2010,530907090261005,426,1,1
2009-2010,480723210262005,476,1,5
2009-2010,480723210261001,224,0,4
2009-2010,14016560X100000,432,0,3
2009-2010,14016060Y100000,1406,0,3
2009-2010,110870040262002,491,1,0
2009-2010,14016064Y100000,220,0,2
2009-2010,14016578X100000,233,0,0
2009-2010,200933480260001,540,1,0
2009-2010,200962000262002,79,0,0
2009-2010,150162990252361,769,1,7
2009-2010,380540230262002,367,0,2
2009-2010,380540230260001,195,0,3
2009-2010,150162990252362,315,0,0
2009-2010,250412010170001,1458,0,1
2009-2010,150162990252363,863,0,0
2009-2010,200933480261003,368,1,0
2009-2010,400560050262001,422,0,0
2009-2010,400560050260001,170,0,1
2009-2010,25041003Z200000,35,0,0
2009-2010,250410800022008,639,0,3
2009-2010,390550030262005,377,1,0
2009-2010,390550030260001,747,0,2
2009-2010,390550030262006,577,1,1
2009-2010,390550030261001,397,0,0
2009-2010,390550610252016,346,0,0
2009-2010,14016831Z230000,237,0,137
2009-2010,030030010262001,263,0,0
2009-2010,030030010261001,67,0,1
2009-2010,030030010260001,140,0,1
2009-2010,150162990250836,349,0,0
2009-2010,340491200130001,2332,0,2
2009-2010,34049085X160000,18,0,0
2009-2010,310453030262005,471,1,7
2009-2010,150162990252365,517,0,2
2009-2010,300391860260001,673,1,2
2009-2010,300391860261002,463,0,2
2009-2010,150162990252366,460,2,1
2009-2010,460691170222009,153,0,0
2009-2010,560990170022001,508,1,3
2009-2010,410570070262007,384,0,6
2009-2010,15016299025218C,369,0,2
2009-2010,190222040262021,803,0,5
2009-2010,190222030262006,280,1,0
2009-2010,190222030260001,2992,1,13
2009-2010,19022043X030000,114,0,7
2009-2010,19022160X160000,123,0,0
2009-2010,190222030260013,3174,4,3
2009-2010,150162990252368,485,0,0
2009-2010,130950990160001,494,0,1
2009-2010,130950490042002,587,0,6
2009-2010,140160540042015,457,2,11
2009-2010,140161710022001,538,0,0
2009-2010,140161300022004,157,0,0
2009-2010,140161300021002,331,0,0
2009-2010,140161300022012,525,1,1
2009-2010,140160210043001,505,0,1
2009-2010,150162990252924,423,1,0
2009-2010,08043004X100000,31,0,0
2009-2010,310450460222053,774,0,5
2009-2010,260343250262002,178,0,11
2009-2010,260343250261001,108,0,2
2009-2010,140161280022005,152,0,1
2009-2010,14016809Y100000,789,1,0
2009-2010,340491870261003,517,0,0
2009-2010,14016910X160000,519,0,10
2009-2010,150162990253157,90,0,0
2009-2010,140160540042003,594,2,0
2009-2010,140161590022004,300,0,0
2009-2010,110150020263010,49,0,1
2009-2010,150162990252369,359,0,0
2009-2010,470520080022001,31,0,0
2009-2010,500821890222020,199,0,0
2009-2010,560991220022004,502,1,9
2009-2010,560991220022005,520,0,1
2009-2010,110180030262002,239,1,1
2009-2010,110180030261001,127,0,0
2009-2010,110180030262005,180,0,0
2009-2010,110180030260001,255,1,1
2009-2010,150162990252370,637,2,9
2009-2010,320380090262004,185,0,0
2009-2010,24032024C042001,77,0,0
2009-2010,190222040260002,4366,7,13
2009-2010,500820600262001,312,0,0
2009-2010,500820600260003,174,0,1
2009-2010,500820600261001,127,0,0
2009-2010,130140030262005,313,0,1
2009-2010,140161490022010,464,0,3
2009-2010,510840160262001,485,0,0
2009-2010,510840160260001,235,0,0
2009-2010,510840160261001,113,0,0
2009-2010,270664040262002,202,2,3
2009-2010,380601260262002,491,0,3
2009-2010,41057016Z140000,17,0,0
2009-2010,14016751Z020000,86,0,0
2009-2010,410570050262006,69,0,2
2009-2010,50082088X010000,30,0,1
2009-2010,150162990252930,753,0,0
2009-2010,380540880022005,98,0,0
2009-2010,14016611S190000,3,0,0
2009-2010,53090032Z140000,18,0,0
2009-2010,200960060042001,186,0,0
2009-2010,14016814X260000,30,0,0
2009-2010,48072098Z250000,16,0,0
2009-2010,041012050252048,213,0,0
2009-2010,150162990250824,222,0,0
2009-2010,19022108X160000,20,0,1
2009-2010,020440320032003,285,0,1
2009-2010,340491260170002,180,0,1
2009-2010,140162030170002,1019,4,9
2009-2010,140162030170001,3130,5,12
2009-2010,14016140X260000,36,0,0
2009-2010,240470180160001,193,0,2
2009-2010,240470660042001,125,0,3
2009-2010,150162990252371,586,0,3
2009-2010,55098002Y100000,243,0,4
2009-2010,110230010262001,121,0,0
2009-2010,340490030042005,366,0,0
2009-2010,120400010260001,498,0,0
2009-2010,120400010262002,350,0,0
2009-2010,14016652Z010000,11,0,0
2009-2010,310451310222010,991,0,0
2009-2010,140160650041012,504,2,6
2009-2010,150162990252072,463,0,0
2009-2010,310451290222012,371,1,0
2009-2010,410570090262015,467,0,0
2009-2010,330482050262020,424,1,5
2009-2010,150162990252373,1428,1,0
2009-2010,140162190170002,2181,4,4
2009-2010,140162190170003,2659,2,3
2009-2010,150162990252823,539,2,0
2009-2010,440630020031001,555,0,4
2009-2010,150162990252374,1049,0,0
2009-2010,150162990252952,107,0,1
2009-2010,140161440022007,264,0,0
2009-2010,150162990252375,809,0,0
2009-2010,15016299025006C,3626,1,1
2009-2010,320460530022004,347,0,1
2009-2010,100680220260001,341,0,0
2009-2010,56099095X100000,409,1,31
2009-2010,170640050260001,1922,0,4
2009-2010,170640050260002,1777,1,5
2009-2010,340492200262005,477,1,7
2009-2010,040042000260003,525,0,3
2009-2010,040042000261001,273,0,3
2009-2010,040042000262005,272,0,2
2009-2010,340491870260001,931,0,0
2009-2010,100110030262003,274,0,0
2009-2010,11012002C262003,446,0,0
2009-2010,140160840022003,207,1,0
2009-2010,190220450022010,408,1,0
2009-2010,340490600262016,706,1,1
2009-2010,440630470042005,689,0,2
2009-2010,140160620042008,504,0,2
2009-2010,160194270262004,325,0,4
2009-2010,340491870262009,386,2,0
2009-2010,410570110262030,553,1,1
2009-2010,400310030260001,322,0,1
2009-2010,400310030261001,151,0,0
2009-2010,160194270262008,461,0,5
2009-2010,200933480262005,333,0,0
2009-2010,460691170222008,212,1,0
2009-2010,15016299025005C,741,0,0
2009-2010,14016241X010000,184,1,3
2009-2010,340490010021003,249,0,2
